Tardiness_Penalty,Makespan,Utilization
15.542390401749298,7.140740740740741,0.09378061221102561
23.19703254420005,8.266203703703704,0.09289767404312364
23.19703254420005,8.266203703703704,0.09289767404312364
15.275717814222038,8.177199074074075,0.0938808475976662
17.315271562558635,11.287210648148148,0.09305955295548594
21.39657071478329,7.67019675925926,0.09297899309047576
21.773807619065785,8.105208333333334,0.09290892343359015
21.773807619065785,8.105208333333334,0.09290892343359015
20.47952238269492,7.546643518518518,0.09299796983594154
22.8816682484975,8.252893518518519,0.09290611108597353
22.8816682484975,8.252893518518519,0.09290611108597353
16.57720157859577,8.488541666666666,0.09331234391740277
18.331273067755628,7.33275462962963,0.09321551598445206
15.587580650917927,10.933275462962962,0.09364850045984337
15.948404558702599,9.413194444444445,0.09344425252436972
15.399990130650277,9.5703125,0.09372687826881332
19.847496640709213,7.788020833333333,0.09297899309047576
16.64898254742045,10.392766203703705,0.09319507418716659
15.326125620703605,8.010590277777778,0.09382489128377902
18.40718187063887,7.4360532407407405,0.09305421242602492
19.02812185783212,7.37650462962963,0.09303678215546168
19.02812185783212,7.37650462962963,0.09303678215546168
17.293099199603986,10.99664351851852,0.09305997302172136
15.795020008375387,10.2390625,0.09351466775049012
17.43219185700639,9.386631944444444,0.09301310303235748
21.61582150795467,8.686226851851853,0.09290892343359015
16.4101393140919,10.072916666666666,0.09324940729687033
17.321458531963554,7.201736111111111,0.09323449272991784
16.09625813550457,9.989293981481481,0.09337910528170389
17.61318344147858,9.608854166666667,0.09299825611213774
16.793798568046103,9.737094907407407,0.0931507951144132
15.871441577577484,9.806828703703705,0.09347396667351664
15.296953959964439,8.809953703703703,0.09386187085220045
17.79919000791486,10.76116898148148,0.0929534887825398
15.726334464286515,9.939293981481482,0.09354035177937275
15.811232960408395,9.552430555555556,0.09349263480727017
15.454843144041797,9.0171875,0.09370151888076739
19.991886601792235,8.38125,0.0929279001790559
18.59300617899122,7.622048611111111,0.09299796983594154
18.59300617899122,7.622048611111111,0.09299796983594154
17.176361912881813,9.890277777777778,0.09306811265852422
17.046322223346337,10.813483796296296,0.09310476758610896
17.922769882798114,7.916782407407408,0.09292818645525214
16.274774962752076,8.62326388888889,0.09335609574898052
20.08728367443059,8.219155092592592,0.09291736047644006
15.304889474961204,10.054340277777778,0.09384386802924477
15.664002220120024,9.277719907407407,0.09360779938286988
16.627040849248992,10.573726851851852,0.09319831438545045
17.058657509947473,9.890277777777778,0.09308737568018617
15.387915558145231,10.17199074074074,0.09381224012013521
16.222124117321105,9.242592592592592,0.09335542615859967
17.89660206549963,9.865856481481481,0.0929459030020116
15.705098318544113,9.806828703703705,0.09355932852483852
16.17416671057683,9.470891203703705,0.0933677526814068
16.00932067415303,9.077314814814814,0.09341697937636112
19.435018934333904,8.919212962962963,0.09291665078858939
19.435018934333904,8.919212962962963,0.09291665078858939
17.820557849739867,7.691840277777778,0.093002145592095
16.3170716344206,10.781481481481482,0.09327419413252382
15.50879367444335,8.899131944444445,0.09370920008669432
15.5375201664526,10.214178240740742,0.0936740959135951
17.69849563159589,9.490856481481481,0.09296825140721161
16.02553362618604,8.901909722222221,0.09339494643314115
16.617083978989413,7.423611111111111,0.09329245822916639
16.77091306948182,10.569386574074073,0.09316133481702904
15.767634050838923,8.677488425925926,0.09358623600037663
16.889713381534655,10.484953703703704,0.09312614206879889
15.511495433028486,7.862673611111111,0.09378693779284752
16.340509969610203,9.203530092592592,0.09328239083008494
19.625682898088527,8.643865740740742,0.0929279001790559
16.009915413772635,10.106655092592593,0.09341388481396644
20.244113576826237,7.546643518518518,0.09303649587926548
16.711280493259878,9.370949074074074,0.0931768037841325
18.076608824014453,8.767476851851852,0.0929279001790559
17.768295039194044,10.989409722222222,0.09295981436436172
15.603059742188092,8.350868055555555,0.09368174036747123
16.626605664332043,9.33599537037037,0.0932056250196333
16.824693536766915,10.486458333333333,0.09314446953259127
15.697162803547348,9.248321759259259,0.09357733134779421
19.573117105020337,7.807638888888889,0.09292818645525214
